text,label
Poznań,neutral
"Wyraźnie widać chaos,brak koordynacji działań instytucji państwa. Rząd mówi jedno,a np.ZUS,Sanepid, StrażGraniczna robi drugie.Przyczyną jest praktyczne zniszczenie RządowegoCentrum Bezpieczeństwa. W miejsce RCB min.Kamiński urządził sobie super gabinet. To sprawa dla prokuratury",negative
"Szanowna Pani, Link przesłałem by „udowodnić” że usługa jest dostępna. Przed chwilą się do niej zalogowałem po Pani informacji, że nie działa... Jeżeli nadal ma Pani problem ze skorzystaniem z niej - proszę o info. Pozdrawiam",neutral
"W swoim programie chce by to rodzice i dyrektor szkoły pisali programy szkolne. To zły pomysł - nie da się w ten sposób realizować podstawy programowe, co z egzaminami panstwowymi? Pytałam i odpowiedzi się nie doczekałam.",negative
ups....,ambiguous
"Gdyby wszystko zagrało w 100% mogłaby być, ale nieprzewidziane wydarzenia siła rzeczy spowalniają (znaleziska archeologiczne, rzadkie gatunkibzwierzat, bankructwo firm projektujących bądź wykonawców etc)",neutral
Oświadczenie Pana Premiera Mateusza Morawieckiego.,neutral
"Duże wyzwanie, ale dziękuję!",positive
Proponuję fachowca najwyższej klasy. Autor przebudowy Młynówki. Z.Bomersbach to nie oficer polityczny!Szanujcie autorytety,negative
#AdamSkiba #Krosno,neutral
Liczę na podobne emocje i dużo przyjemności na wspólnych trasach!,positive
"Chciałbym, aby kolej aglomeracyjna wyprowadziła samochody z centrum miasta: #Świebodzki #Wrocław",neutral
"powiedział prawdę o ""To jest KOMPROMITACJA telewizji publicznej"" a prawda boli",negative
Bez obaw. Nie jestem narcyzem :),positive
"Kolejne kombinezony, maski i gogle z Agencji Rezerw Materiałowych trafią do ratowników medycznych w województwie śląskim. 🚛🚛🚛 Dziś dotarła kolejna partia zaopatrzenia. #ŚLĄSKIE",positive
"Wypełniona Wyspa, wypełniona Brda. Taką Bydgoszcz kochamy. 👍 #DumnizBydgoszczy",positive
"Oczywiście, tak mogło być. :)",positive
#JutroMożeByćLepsze,positive
Andrzej Duda -to się uda! #AndrzejDuda2015,positive
"Bardzo dobry dzień, po latach dyskusji wiele spraw zostało uregulowanych.",positive
Umowa o str.wol.handlu UE-USA w negocjacjach:Minister Sikorski:sprawa wiz problemem w stosunkach polsko-amerykańskich,neutral
"2/2 2 osoby z powiatu wąbrzeskiego, 1 osoba z powiatu świeckiego, 1 osoba z powiatu toruńskiego oraz 1 osoba z powiatu włocławskiego. #koronawirus",neutral
"Słowo ciałem się stało, będziemy mieli nowego Prezesa Rady Ministrów #Morawiecki. Koniec spekulacji, strach w obozie władzy, konsternacja w elektoracie PiS, przykrywka ust. o SN i KRS. Ciekawe czasy...",ambiguous
Przed głosowaniem w PE -Ursula Von Der Leyen na spotkaniu z ECR,neutral
Dziś podczas #ProtestRolników z rolnikami z Wielkopolski. Hodowla świń i bydła. Dziękuję za miłe słowa podziękowania za nasze zaangażowanie. Dzisiejsza manifestacja to było ładowanie akumulatorów energii do dalszej walki z #PiątkaPrzeciwRolnikom!,positive
Bardzo dziękuję! Będę robił wszystko aby dobrze wywiązać się z tego zaszczytnego obowiązku.,positive
"Jak to mówił Jacek Kurski ""rozbicie realnej opozycji"" ;)",negative
Prezydent zwycięzcą debaty prezydenckiej 🏆🏆🏆 #debataTVP #DUDA2020 🇵🇱🇵🇱🇵🇱,positive
"Władza zamowiła tylko 2,5 mln. szczepionek na grypę co wystarczy dla 6.7% populacji, także... AAA ZAMIENIĘ mieszkanie w Gdyni w atrakcyjnej lokalizacji na 3 szczepionki na grypę. Tylko poważne oferty. #marekdziała",negative
"Dorabia Pani teorie do słów, których nie napisałam ;)",negative
"To tweet dla tych wszystkich ""nieśmiertelnych""",negative
"Po raz pierwszy w tej roli! Prezydent Andrzej Duda uczcił powstańców, a na koniec dnia śpiewał z tłumami warszawiaków",positive
Drużyna #Kidawa2020 pozdrawia z Warszawy #Podkarpacie ✌️ #PrawdziwaPrezydent,positive
""" Unia Europejska musi wiedzieć, że wiele jej priorytetów – w szczególności elit – tak naprawdę bankrutuje. Czas najwyższy, aby poszły tam osoby, które powiedzą ,,nie” polityce, która jest szkodliwa dla krajów członkowskich (…)""",negative
"#Sejm 19 grudnia na dziedzińcu: dla czyjej to ochrony...? i czemu Marszałek Senatu uważa, że policji nie ma...?",negative
"Po pierwsze, jestem na posiedzeniu komisji ustawodawczej, która pracuje nad ustawą o komisji ds. pedofilii. Po drugie, nie mogę uczestniczyć w pracach organu, którego większość składu została wybrana z naruszeniem Konstytucji.",neutral
"Sądny dzień dla sądów! Dopiero dziś PiS pokaże co zamierza przecisnąć przez Sejm. Zmiana ustroju Państwa w taki sposób! Oczywiście planują nocą. Żadna reforma, tylko przejęcie polityczne. Ale jak mówił Lenin: ""Kadry są najważniejsze. Wtedy każdy wyrok jest nasz."" #WolneSądy",negative
Polityka rodzinna nie zawsze jest prorodzinna.,negative
"Zatrzymany gość ma własny pomysł na życie,ryzykowny jak widać.Łączenie z bratem niepotrzebne,aczkolwiek trudne do uniknięcia,sensacja bierze górę.",neutral
Lublin pamięta.....,ambiguous
Pani Kidawa po prostu nie pamięta jak to było z glosowaniem!,negative
Delegacja w całości przeciw. #StopACTA2,negative
"Stanowisko Klubu Parlamentarnego wobec Informacji Ministra o zadaniach polskiej polityki zagranicznej w 2018 r. prezentuje poseł , Wiceprzewodnicząca Komisji Spraw Zagranicznych.",neutral
Rozpoczął się dziesiąty rok akademicki w suwalskiej PWSZ. Absolwenci mogą liczyć na wsparcie suwalskiego samorządu.,positive
"gdyby nie słupek, gdyby nie poprzeczka. ćwiczone od 25 lat, sam ćwiczyłem lat kilka.",ambiguous
"Paweł Kalisz z pofatygował się i zrobił to, czego nie zrobiła z żadna osób skandujących hasło, że...",positive
"Emocjonalne wystąpienie Tomasza Karolaka. ""Ruszmy się i idźmy zagłosować""",positive
"Samorządy - najlepsze co spotkało polska demokrację czy ""enklawy rządzone przez oligarchów""? W Radio Katowice dziś o 20 debatuję na ten temat z chorzowską ""jedynką"" #PiS Rafałem Kandziorą. Zapraszam 📻📻📻",positive
#Trzaskowski2020,positive
"Jak ktoś zaczyna zdanie od ""Ja nie jestem rasistą, ale..."" to ono się nie może dobrze skończyć. #uchodźcy #Syria",negative
Na oddzielne rehabilitacji zwykle nie leżą osoby w stanach terminalnych.,neutral
"Już za kilka godzin, o 17:00 w Nowym Mieście Lubawskim! Zapraszam do Miejskiego Centrum Kultury!",positive
"Bo w sferze sprzecznych programów moralnych nie ma neutralności, jest możliwe tylko ich wzajemne pomieszanie, które z punktu widzenia pedagogiki jest niemożliwe do stosowania jako program wychowania",neutral
"W związku z zaistniałą sytuacją, dodatkowe wsparcie dla rodzin - ⬇ #TarczaAntykryzysowa",positive
Wrzutka PiS w Tarczę dla wybranych!,negative
"Ciekawe zjawisko: orędzie do narodu wygłasza nie prezydent, nie premier, a prezes. A po orędziu Kaczyńskiego do narodu jedna refleksja: Ratuj się, kto w prezesa nie wierzy😂😂😂",negative
No widzicie,ambiguous
"Posel prof. Włodzimierz Bernacki, przewodn. delegacji polskiego Palamentu do Zgromadzenia Rady Europy złożył dziś relację z ostatniej sesji, na której delegacje EE, LT, LV, GE, UA i PL zaprotestowały przeciwko ponownemu przyjęciu RU do Rady.",neutral
Witaj Twitter! #mójpierwszytweet,positive
szef batalionu a nie szef armii:),neutral
"💬 Chcę, by Polska była rozgrywającym w Europie, nie rozgrywanym. Nie można zmarnować kolejnych 5 lat. Po #brexit to Polska powinna zająć miejsce Wielkiej Brytanii przy przy głównym stole negocjacyjnym w UE. Doprowadzę do tego. 📍Ryki 🙋🏻‍♂️#Kosiniak2020",positive
Marek Cieślak: Kontuzja Jarka jest bardzo poważna - Żużel - SportoweFakty.pl,neutral
"Polemika zakończyła się uwagą członka PO: jak przejmiecie władzę, to zrobicie jak chcecie.",ambiguous
lepiej Paweł nie dopytuj. Za porządny jesteś :-),ambiguous
"No kto by pomyślał, że polubię i podam dalej „przypiętego” tłita pana Grabca🙂",ambiguous
o praktyce i prawie wolności słowa w PL:,neutral
Witam serdecznie! Śledzę Pani bloga na Salonie24! Podziwiam od dawna! Pozdrawima serdecznie!,positive
Wnosiliśmy o usunięcie tego artykułu z projektu tarczy.,neutral
PKW z tym zegarem w zasadzie też się nie zgadza...,negative
Serdecznie zapraszam,positive
"25 hektarów terenu przy ul. Węglowej zyska nowych inwestorów. Dziś podpisaliśmy porozumienie z firmą GTB Metropolis Sp. z o.o., która przygotuje teren pod inwestycje. Dzięki temu będą mogły powstać siedziby firm, hale magazynowe i zakłady produkcyjne, czyli nowe miejsca pracy😊",positive
Ile Kris wziąłeś nagrody?,negative
Zamieściłem(am) nowe zdjęcie na Facebooku,neutral
"W niedzielę głosuję na #DUDA2020 . Zróbmy to jak najwcześniej, aby uniknąć kolejek👷🏻‍♂️👩🏼‍⚕️👨🏻‍🌾👨🏻‍🚒🧑🏻‍🏫",positive
Przysnelam. U znajomych na kanapie. Niektórzy lubią jak czasem milkne:),positive
"A naprawdę to jeszcze gorzej, bo musi być 100 % sędziów.",negative
"Każda teraźniejsza chwila może wpłynąć na bieg przyszłości, więc trzeba cieszyć się tym co jest teraz aby móc czerpać radości tym co będzie.",positive
#Pamiętamy,positive
Niemy #Sejm w obliczu #KoronawirusWPolsce,negative
"ostatnio częściej, ale nie obiecuję jakiejś spektakularnej poprawy ;)",positive
Dziękuje :),positive
Wiosenne pozdrowienia!,positive
wole zadyniarzy walczacych w obronie praw i zdobyczy cywilizacyjnych niz politykow ktorych wprowadzone zminy nigdy nie dotkna.,negative
Rozpoczęcie kampanii wyborczej #PiS na Rynku Wielkim w #Zamość. Serdecznie dziękuję uczestnikom tego wydarzenia za obecność oraz złożenie podpisów na listach poparcia dla kandydatów w jesiennych wyborach parlamentarnych. Razem Damy Radę :) #DobryCzasPL 🇵🇱🇵🇱,positive
dlaczego innych mierzy Pan swoją miarą?,negative
"Sądownictwa, przepraszam.",neutral
Ależ rewelacja. 😂Tylko ta flaga jakby nie pasuje.. #JaCieNieMoge,ambiguous
"Debata o Polsce, mieszkańcy Celestynowa pytają, ja odpowiadam",positive
🇵🇱Prezydent #KartaRodziny #PlanDudy #DUDA2020,positive
👍💪✌️🎄☃️🎅🏻,positive
drugi z prawej. Mariusza Antoniego.,neutral
"Szanowne, Drogie Panie, w dniu Waszego Święta z całego serca życzę samych słonecznych dni i spełnienia Waszych marzeń. ❤️💐#DzieńKobiet ❤️🌻🌹",positive
Prostokątny stół. Mazurek rozumie.,ambiguous
W #Wielkopolska powstaną kolejne linie autobusowe przy wsparciu rządowego #FRPA. Po 10 miesiącach programu w tym regionie powstało 245 takich połączeń autobusowych. #FRPA ma sens i będzie rozwijany. #ŁączymyPolskę i #ŁączyNasPolska 🇵🇱,positive
"To mogło spotkać każdego z nas samorządowców, przedstawicieli ludzi, radnych, społeczników, wolontariuszy... Od wtorku, od godziny 12.00, w holu lubińskiego Ratusza wystawiona zostanie księga kondolencyjna dedykowana zamordowanemu prezydentowi Gdańska Pawłowi Adamowiczowi.📖🖋",positive
Przykra sprawa. Nie lekceważę jej. W poniedziałek odniosę się do niej publicznie w Białymstoku.😉,ambiguous
#FakeNews Były dyrektor Biebrzańskiego PN odebrał odwołanie od członka kierownictwa z udziałem dyrektora nadzorującego parki narodowe. Otrzymał propozycję miejsca w radzie naukowej oraz stanowisko ds ochrony przyrody niewymagające kompetencji zarządczych.,neutral
"Ale dla 9, 10, 11, 12 latka już tak. Prawda? Oraz dla rodziców dzieci niepełnosprawnych do 18 roku życia.",negative
"Kiedyś dzieci cieszyły się z pójścia do szkoły. Dzisiaj mówi się im, że nie są gotowe. To nie tylko wina szkoły #edukacja",negative
Dziękuję za wizytę w pięknym zakątku naszej Ojczyzny. To #DobryCzasDlaPolski który warto kontynuować z,positive
Brawo dziewczyny!,positive
"🔊Jutro rano, będę gościem RDN Małopolska (103.6 FM). Zaczynamy o godzinie 8.10 w programie ""Słowo za Słowo"". Zapraszam do słuchania 📻",positive
Spróbuję z nim pogadać i zapytam o co konkretnie chodzi.,neutral
Sąd oddalił pozew p.Kingi Jasiewicz skarżącej się na za niskie oceny na maturze. Uff: sądy miałyby oceniać klasówki?!?,negative
"Zgadzam się, że obie sprawy rozgrzały emocje w kampanii wyborczej. Gdyby afera ze zwolnieniem była nieprawdziwa, powinna zostać zdementowana od razu - przez szefową fundacji, czy tymczasem po tygodniu ukazuje się artykuł w ...",neutral
UE jako kontynuacja Europejskiej Wspólnoty Węgla i Stali jest unią energetyczną bez specjalnych interwencji,neutral
Zapraszam przed radioodbiorniki...,positive
Dziękujemy Panie Premierze👏🏻🙂❤️,positive
#PolskawEuropie Bądźcie z nami na żywo🇪🇺🇵🇱,positive
O dylematach z obwodnicami i ich konsekwencjach...: via,neutral
Pan z wiekiem stracił polityczny pazur...,negative
"Wczoraj Siergiej Ławrow przedstawił stanowisko usprawiedliwiając zawarcie paktu Ribbetrop Mołotow. Zapraszam dziennikarzy na briefing prasowy, który odbędzie się w dniu dzisiejszym o godzinie 12.30 przy Radzie Miasta Gdańska.",neutral
Tak to prawda. Poświęcamy te środki na ważniejsze i większe tramwajowe inwestycje.,positive
#TourdePologne2018 brawo Michał Kwiatkowski! 🏁💪,positive
#StareJabłonki od lat mają sportową magię. Teraz na te piękne plaże wróci duży sport 🏆 Już teraz zapraszamy na Mistrzostwa Europy w piłce ręcznej plażowej - od 31 maja do 3 czerwca. #RecznaPlażowa #BeachHandball #EBTFinals2018,positive
"Dziękuję! Nie rozumiem do końca pytania. Test wykazał w moim organizmie obecność koronawirusa, stąd też i objawy. Nie raz byłem przeziębiony, to jest jednak coś innego.",neutral
"To zaskakujące, że kilkuletni rzecznik prezydenta nie rozróżnia czynności wyrażenia zgody na powołanie do Rady ECS od samego powołania.",negative
Tak było na tegorocznym Pchlim Targu. Rewelacja!,positive
Siłą moralną....właśnie!,positive
gratulacje dla legii - zrobili to co Lech od trzech lat nie może,ambiguous
Brawo Polska 🇵🇱🙂,positive
Dumna z mamy i Kasi Cerekwickiej! Brawa za decyzję!,positive
"Drodzy uczniowie klas ósmych. Dziś bardzo ważny dla Was wszystkich dzień, w którym podchodzicie do egzaminu ósmoklasisty. Jestem z Wami i trzymam kciuki. Powodzenia i połamania długopisów!#egzaminosmoklasisty2019",positive
Jesteśmy Mistrzami Polski!!!! Płaczę ze szczęscia,positive
👍,ambiguous
"Dołączam do życzęń z okazji Święta Niepodległości i z dumą przypominam,że Polska była pierwszym państwem,które uznało niepodległość Ukrainy!",positive
"Minister Schreiber zapowiedział właśnie w Senacie czwartą odsłonę „tarczy” antykryzysowej. Ciekawe, bo aktualnie omawia z Senatorami propozycję trzeciej. Licytacja trwa💰 Tylko Panie i Panowie z PiS - tu nie o ilość, a o jakość chodzi",negative
Zbiórka podpisów poparcia dla #Kidawa2020 w Lublinie,neutral
Trwa misja #SEDE w USA. Dziś bardzo udane spotkania w Kongresie Stanów Zjednoczonych i w Pentagonie. #defence #security #Washington,positive
"Niech Pan się spyta dziennikarzy ile rzeczy im trzeba fundować, opłacać żeby przyjechali. Również tych z GW ;)",negative
": patrząc na polityke zagr. #PiSu króluje brak profesjonalizmu, nieodpowiedzialność i nieprzewidywalność #gabinetcieni",negative
"""Naród polski ma w sobie umiłowanie prawdy i wolności""– podkreślił premier podczas obchodów 189. rocznicy wybuchu powstania listopadowego.",positive
"- Zobowiązuję się do intensywnej pracy na rzecz mojej gminy. Więcbork pięknieje, gmina pięknieje. Dużo jeszcze przed nami, przede wszystkim inwestycje drogowe. Priorytetem jest obwodnica Więcborka - mówiłam na sesji Rady Miejskiej w #Więcbork. źródło nagrania: Krajna TV",positive
"Panie Władysławie, taki fundusz już działa od czterech lat. Rozdał już 100 tys. zł.😀",ambiguous
I z Kosiniakiem. I z Hołownią. I z Bosakiem . I ze startującą Kidawą. Został ktoś z kim nie łamiemy? I na kogo będzie Pan głosował?🤔,ambiguous
Moją kandydaturę do Sejmu popiera senator pan Andrzej Kobiak. Bardzo dziękuję! #DrużynaJutra,positive
We wczorajszym wydaniu #Wpunkt w mówiłem o projekcie obniżenia emerytur dla byłych funkcjonariuszy SB,positive
Finalizujemy prace przy rozbudowie górnej części cmentarza na ul. Okrzei w #jastrzebiezdroj.,positive
"Jeśli zabolało, to przepraszam, naprawdę nie chciałem. Snickersa niestety nie zjem, odchudzam się, ale oddam Panu 🙂 A jeśli mi Pan pożyczy tę wielkoformatową mapę Podkarpacia, którą Pan studiuje na Nowogrodzkiej to będę b. wdzięczny 😎",ambiguous
"., dyrektor biura prasowego Prezydenta słusznie wskazuje że wyjściem z klinczu jest propozycja",positive
Nie odpuszczemy! Bronimy naszego prawa do sprawiedliwego sądu! Apelujemy do KE by złożyła skargę do TSUE na haniebną ustawę o SN. Idziemy dalej! Wtorek 26.06 Pl. Mickiewicza g.21:00 #lancuchswiatla #poznan #wolnesady #wolnewybory #wolnapolska #idziemydalej,negative
"Panie Marcinie,entrepreneurial state. Słyszał Pan o tym?Catching up with the trends. Proszę rozebrać na cz IPhone -US state budget financed",negative
"Teraz pisowcy będą słać zawiadomienia do prokuratury Ziobry, za mówienie prawdy o chciwości O. Rydzyka... To jakiś absurd. Mimo, że dostał już 164 303 528 zł to jeszcze mu mało. Nie przestraszycie nas, będziemy o tym mówić głośno!",negative
Do Piotrkowic…: W zeszłym tygodniu przyjechałem do Piotrkowic (gm. Chmielnik) by razem ze strażakami tamtejszej...,positive
"Z ostatniej chwili: Ponoć do ""Protestu studentów"" dołączyli się wykładowcy i słuchacze WUML!",neutral
Dziękuję za poparcie mojej kandydatury w wyborach szefa regionu Platforma Obywatelska Region Śląski,positive
"Nieprawdopodobne! Po uchwale parlamentu Iraku, naczelny dowódca USArmy w Iraku pisze oficjalny list, zapowiada wycofanie, wymienia konkretne szosy potrzebne do ewakuacji; minister oznajmia, że ""pismo jest niejasne i zostało źle zrozumiane"", a JE Donald Trump żąda od Iraku forsy!!",negative
"To raczej kontra do obecnego - słabego prezydenta. Chyba to nie powinno dziwić, że Polska zasługuje na silną głowę państwa?",ambiguous
gwarantuje panu ze gdyby pan od środka zobaczyl te gry partyjne tez by pan wiedzial kiedy go upublicznic by byl skutek taki jak trzeba,negative
Piechociński w TVP: .,neutral
Dziękujemy za Wsparcie :),positive
"Zwróciłam się do prezydentów miast, w tym prez. #Gliwic #Neumanna, burmistrzów i starostów powiat., o zaapelowanie do księży o odwołanie, a przyn. ogranicz zgromadzeń w kościołach diecezji gliwickiej. Mam nadzieję że dla wspólnego dobra włodarze miast podejmą stosowne kroki.",neutral
Gdzie jest rząd???,negative
Robię co mogę:) Ale w tym przypadku uczeń nie przerośnie mistrza😀,positive
Z wicepremierem w uczestniczymy w Rządowym Zespole Zarządzania Kryzysowego pod kierownictwem premiera . Rozmawiamy o sytuacji i działaniach przeciw epidemii #koronawirus,positive
"W punkt. Prawie. Zapomniał Redaktor o Senacie, bez którego ustawa kopertowa byłaby 7 kwietnia po podpisie prezydenta i wybory majowe byłoby łatwiej wymusić.",ambiguous
Zapraszam do moich biur poselskich,positive
Nowy pakiet kolejkowy,neutral
"Szacunek dla Pana Premiera Morawieckiego! Książka Pana Gajdzińskiego to ""pedofilia polityczna"". Nikt przyzwoity nie powinien jej dotknąć!",positive
W poszukiwaniu zielonej wyspy...,negative
#TarczaAntykryzysowa,positive
"Dzisiejsza rozmowa w programie ""Minęła 8"" w :) zachęcam do oglądania :)",positive
"prosze posłuchać , a nie bzdur z wyborczej. ""liczymy na USA"" a nie jesteśmy w NATO, różnica?",negative
Zaczynamy odliczanie :-) To Polska wygra mecz :-),positive
Drożyzna. Rosną ceny niemal wszystkiego. Polacy muszą być wysłuchani.,negative
"PiS spada, PO idzie w górę! Źródło: wyborcza.pl",neutral
"., ponownie jesteś tam, gdzie Twoje miejsce! 👏👏👏 #Premiership",positive
Spotkanie Noworoczne #Prezydent 🇵🇱.Z serdecznymi życzeniami na 2020 rok oraz życzeniami kolejnej kadencji. #PAD #WPałacu,positive
Serdecznie dziekuje i pozdrawiam wszystkich,positive
Jest moc 👍#damyrade 🇵🇱❤️👏,positive
Fatalna informacja dla konsumentów oraz polskich producentów żywności (m.in.),negative
Dziś odbędzie się spotkanie Lubelskiego Zespolu Parlamentarnego z . Zapytam o nową perspektywę unijną i środki dla przedsiębiorców.,neutral
"Sługa Franciszek, kłopoty Kirchner, krytyka Benedykta - JFLibicki: ""Plusy i Minusy Jana Filipa Libickiego"" - Salon24",neutral
"Andrzej Duda môwi o Polsce, Komorowski o Dudzie.",negative
Dziękuję!,positive
Dzisiaj na posiedzeniu plenarnym Sejmu RP w imieniu Klubu Prawo i Sprawiedliwość miałem przyjemność przedstawić stanowisko w kwestii wsparcia państwa dla szeroko pojętego sektora turystycznego w Polsce w związku z przeciwdziałaniem i zwalczaniem skutków COVID-19.,positive
"Z przyczyn osobistych nie mogłem uczestniczyć w tym ważnym wydarzeniu. Na uroczystości reprezentował mnie doradca ds. współpracy międzynarodowej i polityki pamięci dr Artur Staszczyk. List (w załączniku), który na tę uroczystość został przygotowany nie był odczytany ponieważ 1/3",neutral
Równość płci w krajach UE powoli rośnie. Jednak dwa kraje zanotowały spadek. Jeden z nich to Polska. #8Marca #DzieńKobiet #Lewica,ambiguous
To proszę popatrzeć lepiej.,negative
PiS odmówił debaty swoich kandydatów na ministrów z ministrami PO. Boją się wyciągnąć Macierewicza z kapelusza?,negative
W sali debat gmachu Komisji Europejskiej 🇪🇺,neutral
Idź na referendum!,positive
"i ważną uchwałę o emisji obligacji, z których sfinansujemy między innymi budowę dwóch szkół: przy ul. Sławinkowskiej i na Felinie. Okazało się także, że radni mieli dużo pytań dotyczących bieżącego funkcjonowania miasta. Wszystkie inne sprawy odłożyliśmy na inny termin sesji.",positive
czad ✌️✌️✌️,positive
I mieszkają w dużych miastach.,neutral
"- Nie zejdziemy ze swej drogi, dalej będziemy reformować wymiar sprawiedliwości, bo tego potrzebuje Rzeczpospolita i jej obywatele, nie ugniemy się pod naciskami ani wewnętrznymi, ani zewnętrznymi – napisał J.Kaczyński do uczestników konwencji #SprawiedliwaPolska",positive
"Na #KomisjaFinansów analizujemy wykon. budżetu 2019. Pytam o projekt o kryptonimie Twierdza Sejm - kto płaci za barierki wokół #Sejm.u? przepytuje z wydatków Straży Marszałkowskiej - mówi, że rozporządzenie zawiera 24 wzory mundurów. Czy to Sejm, czy to dwór?",negative
Trwa #GabinetCieni w Krakowie,neutral
Świetlica i biblioteka na Górkach - praca wre (pod bacznym okiem mieszkańców),positive
Rower do kwadratu i wiatr (w porywach do 60 km/h)i ja na początku sezonu🙃,positive
"Z okazji #DzieńBibliotekarza 📚 składam życzenia dla wszystkich pracowników bibliotek. Niech to Święto będzie okazją do podkreślenia Waszej roli, zaangażowania i wysiłku, jaki wkładacie stojąc na straży tradycji czytelniczych. #Biblioteka #CzytajKsiążki #Książki #DzieńBibliotek",positive
"E. Macron wchodzi do Luwru przy dźwiękach ""Ody do Radości"":)",positive
"B. Komorowski zamiast bronić PL przed sankcjami, to w wywiadach opowiada że w PL jest psuta demokracja...Taki ktoś był prezydentem. Dramat!",negative
Skąd pochodzili ochotnicy Waffen SS? Oto FILM blokowany w wielu krajach za niewygodną prawdę,negative
Sąd uznał wszystkie nasze argumenty. W pierwszym wyborczym procesie sprawiedliwość gorą.,positive
"Dobra informacja dla wszystkich, którzy chcą zwiedzić będzińskie podziemia.",positive
"No, coz",ambiguous
"Mają zatopić Polskę, więc zaczęli próbnie od stolicy ....",negative
Walczymy o #NieDlaZaostrzeniaUstawyAntyaborcyjnej #StrajkKobiet #StopTheBan,positive
Startujemy razem ➡️przeciwko podatkom od emerytury ➡️za powszechnym dostępem do służby zdrowia ➡️za dobrowolnym ZUSem dla mikroprzedsiebiorców. ❗️TO NASZA WSPÓLNA SPRAWA ❗️,positive
Spotkanie Parlamentarnego Zespołu ds. Pomocy Humanitarnej.,neutral
"81 rocznica wybuchu II Wojny Światowej, obchody w Lublinie #pamietamy",positive
Dziękuję 😊,positive
WESOŁYCH - mimo wszystko,ambiguous
"Pan Waltz na przesłuchaniu z pretensją: „Nie odpowiadam za to, jakiego męża wzięła sobie moja ciotka.” Ale spadek, który „wniósł” TEN mąż już przyjął. 🤔",negative
Gratulacje!,positive
"Pierwszy ❄️ już za nami. Zwracajmy szczególną uwagę na osoby starsze, samotne, bezdomne. Reagujmy, gdy widzimy, że ktoś potrzebuje pomocy.",neutral
"Polska jest kobietą. Lewica jest kobietą. Naszym obowiązkiem jest sprawić, by Polki miały takie same prawa jak Belgijki, Niemki czy Francuzki. 📍 na żywo - Pakt dla Kobiet w Poznaniu",positive
"To był nokaut, Duda jeszcze musi się dużo nauczyć.",ambiguous
Konkrety - dane czy 🗣 plotki? Wybierz mądrze. #COVID19,neutral
To się Pan bardzo myli. Wystarczy pójść na targowisko i zobaczyć.,ambiguous
Dzięki 😊 i miłego weekendu wszystkim wyróżnionym. 👍☀️😊,positive
"Na osiedlu u znajomej są recepcje w blokach.A raczej były,bo ludzie w nich już nie pracują.Powód?Podwyżka płacy minimalnej.Skutek?Zwolnienia",negative
"Dlaczego PIS nie da rady.Przeczytajcie, warto.",negative
"Wczoraj wieczorem na przejściu granicznym Świnoujście-Ahlbeck. Szkoda, że tak późno, ale doczekaliśmy się. Od północy 27 marca osoby przekraczające granice, które na co dzień pracują w Niemczech, będą również objęte obowiązkową 14-dniową kwarantanną.",ambiguous
"Polski rząd zamiast obsadzać kolejne spółki skarbu państwa i wprowadzać następne podwyżki, powinien realnie pomóc ludziom i obniżyć podatki, w tym wysokie stawki VAT! Wzrost cen hula, a podatkowe szaleństwo trwa. Musimy rosnąć w siłę, by to zatrzymać. Wspieraj",negative
dziękuje,neutral
Wspólna modlitwa w miejscu gdzie – 7 czerwca 1991 roku – Jan Paweł II odprawił mszę świętą dla tysięcy pielgrzymów. #PolskaPodKrzyzem 🇵🇱,positive
W dniu dzisiejszym wysłałam zapytanie do Marszałka Województwa Łódzkiego Grzegorza Schreibera w sprawie utworzonego zespołu ds. transformacji regionu. i deklarują dialog i partycypację. Ja mówię - sprawdzam! #Bełchatów,neutral
Wybieram ten kotylion. Proszę o poparcie to idealny kotylion. Dominik - kl. II - Gimnazjum Nr 13,positive
Zapraszam. Będę obecny 17.55,positive
"📍16.10.1978 r. kard. Karol Wojtyła, abp metropolita krakowski, został wybrany na 264. następcę św. Piotra i przyjął imię Jan Paweł II🇵🇱 Cały pontyfikat św. Jana Pawła II był dla mnie szczególnym czasem, który odcisnął znaczące piętno w moim życiu. Niesamowite świadectwo wiary.",positive
"""Dobro ojczyzny ceniąc nad życie i wlasną egzystencję polityczną"" - napisali w preambule do Konstytucji III Maja jej autorzy. Cały tekst preambuly jest przepiękną lekcją patriotyzmu dla nas wszystkich, szczególnie dla dzisiejszej opozycji. Więcej na Fb:",ambiguous
"Serdecznie zapraszam Państwa na moje spotkania, które odbędą się: 1. w Kraśniku w dniu 23 marca 2019r.w CKiP w Kraśniku przy ul. Niepodległości 44 sala nr 3 o godz. 18:00 2. w Wilkowie Gminna Biblioteka Publiczna w dniu 24 marca o godz. 16:00 #NowaPiątkaPiS #PolskaSercemEuropy",positive
Czy rząd będzie chciał odzyskać PKP energetyka?,neutral
Dziękuję Ambasadora RP w Hiszpanii Pani Marzannie Adamczyk za nieocenioną pomoc podczas rozmów między woj.świętokrzyskim a Confederación Esoañola de Organizaciones Empresariales która reprezentująle interesy hiszpańskiego biznesu 🇪🇸🤝🇵🇱#spain #świętokrzyskie #ambasador #marszałek,positive
"Sąd Rejonowy w Warszawie zawiesza postępowanie przeciw TK z powodu wątpliwości, co do legalności wyboru J.Przyłębskiej na I Prezes TK Brawo!",positive
